Date,SPX,D,E,CPI,Date_Fraction,10y UST,SPX_real,Div_Real, SPX_TR_Real ,E_Real,CAPE,,,,
1991.07,380.23,12.19,18.84,136.20,1991.54,8.27,904.52,29.01," 317,978.37 ",44.82,18.10,,,,
1991.08,389.40,12.24,18.33,136.60,1991.62,7.90,923.62,29.02," 325,543.74 ",43.48,18.51,,,,
1991.09,387.20,12.28,17.82,137.20,1991.71,7.65,914.39,29.00," 323,140.68 ",42.08,18.36,,,,
1991.1,386.88,12.25,17.20,137.40,1991.79,7.53,912.30,28.89," 323,254.58 ",40.57,18.35,,,,
1991.11,385.92,12.23,16.59,137.80,1991.87,7.42,907.40,28.75," 322,365.31 ",39.00,18.29,,,,
1991.12,388.51,12.20,15.97,137.90,1991.96,7.09,912.82,28.66," 325,142.06 ",37.52,18.44,,,,
1992.01,416.08,12.24,16.05,138.10,1992.04,7.03,976.19,28.72," 348,563.36 ",37.65,19.77,,,,
1992.02,412.56,12.28,16.12,138.60,1992.12,7.34,964.43,28.71," 345,221.93 ",37.69,19.58,,,,
1992.03,407.36,12.32,16.19,139.30,1992.21,7.54,947.49,28.66," 340,012.53 ",37.66,19.28,,,,
1992.04,407.41,12.32,16.48,139.50,1992.29,7.48,946.25,28.61," 340,422.43 ",38.28,19.30,,,,
1992.05,414.81,12.32,16.77,139.70,1992.37,7.39,962.06,28.57," 346,966.12 ",38.89,19.66,,,,
1992.06,408.27,12.32,17.05,140.20,1992.46,7.26,943.51,28.47," 341,133.56 ",39.40,19.32,,,,
1992.07,415.05,12.34,17.38,140.50,1992.54,6.84,957.13,28.46," 346,915.78 ",40.08,19.62,,,,
1992.08,417.93,12.37,17.71,140.90,1992.62,6.59,961.04,28.44," 349,190.25 ",40.72,19.72,,,,
1992.09,418.48,12.40,18.04,141.30,1992.71,6.42,959.58,28.43," 349,520.91 ",41.37,19.71,,,,
1992.1,412.50,12.39,18.39,141.80,1992.79,6.59,942.53,28.30," 344,170.58 ",42.02,19.37,,,,
1992.11,422.84,12.38,18.74,142.00,1992.87,6.87,964.80,28.26," 353,160.69 ",42.76,19.83,,,,
1992.12,435.64,12.39,19.09,141.90,1992.96,6.77,994.71,28.29," 364,970.77 ",43.59,20.45,,,,
1993.01,435.23,12.41,19.34,142.60,1993.04,6.60,988.89,28.20," 363,699.76 ",43.94,20.32,,,,
1993.02,441.70,12.45,19.59,143.10,1993.12,6.26,1000.08,28.18," 368,680.46 ",44.36,20.55,,,,
1993.03,450.16,12.48,19.84,143.60,1993.21,5.98,1015.69,28.16," 375,298.66 ",44.76,20.86,,,,
1993.04,443.08,12.49,19.67,144.00,1993.29,5.97,996.94,28.11," 369,235.52 ",44.26,20.46,,,,
1993.05,445.25,12.51,19.50,144.20,1993.37,6.04,1000.43,28.10," 371,396.56 ",43.81,20.52,,,,
1993.06,448.06,12.52,19.33,144.40,1993.46,5.96,1005.35,28.09," 374,091.89 ",43.37,20.61,,,,
1993.07,447.29,12.52,19.69,144.40,1993.54,5.81,1003.62,28.09," 374,320.10 ",44.18,20.56,,,,
1993.08,454.13,12.52,20.05,144.80,1993.62,5.68,1016.16,28.01," 379,865.11 ",44.86,20.81,,,,
1993.09,459.24,12.52,20.41,145.10,1993.71,5.36,1025.47,27.96," 384,216.14 ",45.57,20.99,,,,
1993.1,463.90,12.54,20.90,145.70,1993.79,5.33,1031.61,27.89," 387,387.27 ",46.48,21.11,,,,
1993.11,462.89,12.56,21.39,145.80,1993.87,5.72,1028.65,27.91," 387,152.17 ",47.53,21.04,,,,
1993.12,465.95,12.58,21.89,145.80,1993.96,5.77,1035.45,27.96," 390,588.30 ",48.64,21.16,,,,
1994.01,472.99,12.62,22.16,146.20,1994.04,5.75,1048.22,27.98," 396,284.27 ",49.10,21.41,,,,
1994.02,471.58,12.67,22.43,146.70,1994.12,5.97,1041.54,27.98," 394,637.66 ",49.55,21.26,,,,
1994.03,463.81,12.71,22.71,147.20,1994.21,6.48,1020.90,27.98," 387,700.35 ",49.99,20.83,,,,
1994.04,447.23,12.75,23.54,147.40,1994.29,6.97,983.07,28.03," 374,220.99 ",51.74,20.06,,,,
1994.05,450.90,12.80,24.37,147.50,1994.37,7.18,990.46,28.11," 377,927.79 ",53.53,20.20,,,,
1994.06,454.83,12.84,25.20,148.00,1994.46,7.10,995.72,28.11," 380,827.66 ",55.17,20.29,,,,
1994.07,451.40,12.87,25.91,148.40,1994.54,7.30,985.55,28.10," 377,832.57 ",56.57,20.07,,,,
1994.08,464.24,12.90,26.62,149.00,1994.62,7.24,1009.50,28.05," 387,911.38 ",57.89,20.54,,,,
1994.09,466.96,12.92,27.33,149.40,1994.71,7.46,1012.69,28.02," 390,036.73 ",59.27,20.58,,,,
1994.1,463.81,13.01,28.42,149.50,1994.79,7.74,1005.19,28.20," 388,051.70 ",61.59,20.40,,,,
1994.11,461.01,13.10,29.51,149.70,1994.87,7.96,997.79,28.35," 386,105.64 ",63.87,20.21,,,,
1994.12,455.19,13.17,30.60,149.70,1994.96,7.81,985.19,28.50," 382,150.45 ",66.23,19.91,,,,
1995.01,465.25,13.18,31.25,150.30,1995.04,7.78,1002.94,28.41," 389,955.37 ",67.37,20.22,,,,
1995.02,481.92,13.18,31.90,150.90,1995.12,7.47,1034.75,28.30," 403,238.40 ",68.49,20.80,,,,
1995.03,493.15,13.17,32.55,151.40,1995.21,7.20,1055.36,28.18," 412,187.46 ",69.66,21.15,,,,
1995.04,507.91,13.24,33.18,151.90,1995.29,7.06,1083.37,28.25," 424,046.26 ",70.77,21.64,,,,
1995.05,523.81,13.31,33.80,152.20,1995.37,6.63,1115.09,28.33," 437,382.90 ",71.96,22.20,,,,
1995.06,539.35,13.36,34.43,152.50,1995.46,6.17,1145.91,28.38," 450,400.70 ",73.15,22.72,,,,
1995.07,557.37,13.44,34.68,152.50,1995.54,6.28,1184.19,28.55," 466,384.14 ",73.68,23.38,,,,
1995.08,559.11,13.51,34.93,152.90,1995.62,6.49,1184.78,28.63," 467,555.78 ",74.02,23.28,,,,
1995.09,578.77,13.58,35.18,153.20,1995.71,6.20,1224.04,28.72," 483,993.18 ",74.40,23.95,,,,
1995.1,582.92,13.65,34.77,153.70,1995.79,6.04,1228.81,28.77," 486,825.97 ",73.30,23.93,,,,
1995.11,595.53,13.72,34.37,153.60,1995.87,5.93,1256.21,28.94," 498,636.49 ",72.49,24.35,,,,
1995.12,614.57,13.79,33.96,153.50,1995.96,5.71,1297.22,29.11," 515,876.71 ",71.68,25.03,,,,
1996.01,614.42,13.89,33.99,154.40,1996.04,5.65,1289.34,29.15," 513,710.67 ",71.32,24.76,,,,
1996.02,649.54,14.00,34.01,154.90,1996.12,5.81,1358.64,29.28," 542,293.24 ",71.15,25.98,,,,
1996.03,647.07,14.10,34.04,155.70,1996.21,6.27,1346.52,29.34," 538,431.26 ",70.84,25.63,,,,
1996.04,647.17,14.16,34.33,156.30,1996.29,6.51,1341.55,29.35," 537,425.13 ",71.16,25.42,,,,
1996.05,661.23,14.21,34.62,156.60,1996.37,6.74,1368.07,29.41," 549,030.67 ",71.63,25.81,,,,
1996.06,668.50,14.27,34.91,156.70,1996.46,6.91,1382.23,29.51," 555,699.61 ",72.18,25.97,,,,
1996.07,644.07,14.40,35.27,157.00,1996.54,6.87,1329.18,29.72," 535,364.41 ",72.79,24.86,,,,
1996.08,662.68,14.53,35.64,157.30,1996.62,6.64,1364.97,29.93," 550,787.44 ",73.40,25.41,,,,
1996.09,674.88,14.66,36.00,157.80,1996.71,6.83,1385.70,30.10," 560,162.32 ",73.92,25.68,,,,
1996.1,701.46,14.74,36.91,158.30,1996.79,6.53,1435.72,30.17," 581,401.52 ",75.55,26.48,,,,
1996.11,735.67,14.82,37.82,158.60,1996.87,6.20,1502.90,30.28," 609,624.61 ",77.26,27.59,,,,
1996.12,743.25,14.90,38.73,158.60,1996.96,6.30,1518.38,30.44," 616,934.82 ",79.12,27.72,,,,
1997.01,766.22,14.95,39.23,159.10,1997.04,6.58,1560.39,30.45," 635,033.41 ",79.90,28.33,,,,
1997.02,798.39,15.01,39.74,159.60,1997.12,6.42,1620.81,30.47," 660,655.72 ",80.67,29.27,,,,
1997.03,792.16,15.06,40.24,160.00,1997.21,6.69,1604.14,30.50," 654,897.63 ",81.49,28.80,,,,
1997.04,763.93,15.09,40.34,160.20,1997.29,6.89,1545.04,30.53," 631,809.29 ",81.59,27.59,,,,
1997.05,833.09,15.13,40.45,160.10,1997.37,6.71,1685.97,30.61," 690,481.71 ",81.85,29.93,,,,
1997.06,876.29,15.16,40.55,160.30,1997.46,6.49,1771.18,30.64," 726,426.35 ",81.96,31.26,,,,
1997.07,925.29,15.22,40.58,160.50,1997.54,6.22,1867.89,30.72," 767,140.40 ",81.92,32.77,,,,
1997.08,927.24,15.27,40.61,160.80,1997.62,6.30,1868.34,30.77," 768,376.13 ",81.83,32.59,,,,
1997.09,937.02,15.33,40.64,161.20,1997.71,6.21,1883.36,30.81," 775,609.77 ",81.68,32.67,,,,
1997.1,951.16,15.39,40.33,161.60,1997.79,6.03,1907.05,30.85," 786,423.95 ",80.87,32.90,,,,
1997.11,938.92,15.44,40.03,161.50,1997.87,5.88,1883.67,30.98," 777,849.25 ",80.30,32.34,,,,
1997.12,962.37,15.50,39.72,161.30,1997.96,5.81,1933.11,31.13," 799,336.40 ",79.79,33.03,,,,
1998.01,963.36,15.55,39.66,161.60,1998.04,5.54,1931.51,31.18," 799,747.55 ",79.52,32.86,,,,
1998.02,1023.74,15.60,39.60,161.90,1998.12,5.57,2048.76,31.22," 849,375.31 ",79.25,34.71,,,,
1998.03,1076.83,15.64,39.54,162.20,1998.21,5.65,2151.02,31.24," 892,849.85 ",78.98,36.30,,,,
1998.04,1112.20,15.75,39.35,162.50,1998.29,5.64,2217.58,31.40," 921,560.53 ",78.46,37.28,,,,
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,2205.97,31.54," 917,828.43 ",77.94,36.96,,,,
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,2203.20,31.70," 917,776.72 ",77.46,36.80,,,,
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,2296.17,31.80," 957,609.54 ",76.79,38.26,,,,
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,2130.85,31.89," 889,768.70 ",76.11,35.42,,,,
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,2021.34,31.96," 845,153.28 ",75.44,33.53,,,,
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,2039.78,31.94," 853,976.87 ",75.00,33.77,,,,
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,2260.97,31.97," 947,696.72 ",74.75,37.37,,,,
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,2352.53,32.02," 987,194.29 ",74.55,38.82,,,,
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,2462.60,32.11," 1,034,505.81 ",74.81,40.58,,,,
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,2455.29,32.24," 1,032,564.51 ",75.15,40.40,,,,
1999.03,1281.66,16.45,38.38,165.00,1999.21,5.23,2516.74,32.30," 1,059,536.91 ",75.37,41.36,,,,
1999.04,1334.76,16.45,39.26,166.20,1999.29,5.18,2602.08,32.07," 1,096,592.25 ",76.54,42.70,,,,
1999.05,1332.07,16.45,40.14,166.20,1999.37,5.54,2596.84,32.07," 1,095,508.47 ",78.25,42.56,,,,
1999.06,1322.55,16.45,41.02,166.20,1999.46,5.90,2578.28,32.07," 1,088,806.51 ",79.97,42.18,,,,
1999.07,1380.99,16.51,42.00,166.70,1999.54,5.79,2684.13,32.10," 1,134,637.43 ",81.63,43.83,,,,
1999.08,1327.49,16.58,42.98,167.10,1999.62,5.94,2573.97,32.14," 1,089,202.61 ",83.34,41.93,,,,
1999.09,1318.17,16.64,43.96,167.90,1999.71,5.92,2543.72,32.11," 1,077,534.57 ",84.83,41.32,,,,
1999.1,1300.01,16.66,45.36,168.20,1999.79,6.11,2504.20,32.09," 1,061,926.97 ",87.38,40.55,,,,
1999.11,1391.00,16.67,46.77,168.30,1999.87,6.03,2677.89,32.10," 1,136,712.29 ",90.03,43.21,,,,
1999.12,1428.68,16.69,48.17,168.30,1999.96,6.28,2750.43,32.13," 1,168,640.61 ",92.73,44.20,,,,
2000.01,1425.59,16.71,49.10,168.80,2000.04,6.66,2736.35,32.08," 1,163,794.80 ",94.24,43.77,,,,
2000.02,1388.87,16.74,50.02,169.80,2000.12,6.52,2650.17,31.94," 1,128,272.58 ",95.45,42.19,,,,
2000.03,1442.21,16.76,50.95,171.20,2000.21,6.26,2729.44,31.72," 1,163,148.70 ",96.42,43.22,,,,
2000.04,1461.36,16.74,51.27,171.30,2000.29,5.99,2764.07,31.66," 1,179,029.65 ",96.98,43.53,,,,
2000.05,1418.48,16.72,51.60,171.50,2000.37,6.44,2679.84,31.59," 1,144,222.15 ",97.48,41.97,,,,
2000.06,1461.96,16.70,51.92,172.40,2000.46,6.10,2747.56,31.39," 1,174,255.77 ",97.58,42.78,,,,
2000.07,1473.00,16.58,52.51,172.80,2000.54,6.05,2761.90,31.09," 1,181,491.88 ",98.46,42.76,,,,
2000.08,1485.46,16.47,53.11,172.80,2000.62,5.83,2785.26,30.88," 1,192,586.69 ",99.58,42.87,,,,
2000.09,1468.05,16.35,53.70,173.70,2000.71,5.80,2738.36,30.50," 1,173,590.66 ",100.17,41.90,,,,
2000.1,1390.14,16.32,52.47,174.00,2000.79,5.74,2588.56,30.40," 1,110,477.25 ",97.70,39.37,,,,
2000.11,1378.04,16.30,51.23,174.10,2000.87,5.72,2564.56,30.33," 1,101,263.42 ",95.35,38.78,,,,
2000.12,1330.93,16.27,50.00,174.00,2000.96,5.24,2478.31,30.30," 1,065,310.78 ",93.10,37.27,,,,
2001.01,1335.63,16.17,48.48,175.10,2001.04,5.16,2471.43,29.92," 1,063,428.53 ",89.71,36.98,,,,
2001.02,1305.75,16.07,46.96,175.80,2001.12,5.10,2406.52,29.62," 1,036,560.45 ",86.55,35.83,,,,
2001.03,1185.85,15.97,45.44,176.20,2001.21,4.89,2180.58,29.37," 940,295.68 ",83.56,32.33,,,,
2001.04,1189.84,15.88,42.56,176.90,2001.29,5.14,2179.26,29.08," 940,771.11 ",77.95,32.17,,,,
2001.05,1270.37,15.78,39.67,177.70,2001.37,5.39,2316.28,28.78," 1,000,957.08 ",72.34,34.07,,,,
2001.06,1238.71,15.69,36.79,178.00,2001.46,5.28,2254.75,28.56," 975,394.86 ",66.97,33.07,,,,
2001.07,1204.45,15.71,33.96,177.50,2001.54,5.24,2198.57,28.67," 952,122.74 ",62.00,32.16,,,,
2001.08,1178.50,15.72,31.14,177.50,2001.62,4.97,2151.20,28.70," 932,644.94 ",56.84,31.40,,,,
2001.09,1044.64,15.74,28.31,178.30,2001.71,4.73,1898.30,28.60," 824,034.47 ",51.44,27.67,,,,
2001.1,1076.59,15.74,27.10,177.70,2001.79,4.57,1962.96,28.70," 853,142.91 ",49.42,28.58,,,,
2001.11,1129.68,15.74,25.90,177.40,2001.87,4.65,2063.25,28.75," 897,769.12 ",47.30,30.01,,,,
2001.12,1144.93,15.74,24.69,176.70,2001.96,5.09,2099.38,28.86," 914,539.53 ",45.27,30.50,,,,
2002.01,1140.21,15.74,24.69,177.10,2002.04,5.04,2086.00,28.79," 909,757.38 ",45.18,30.28,,,,
2002.02,1100.67,15.73,24.70,177.80,2002.12,4.91,2005.74,28.67," 875,793.46 ",45.00,29.09,,,,
2002.03,1153.79,15.73,24.70,178.80,2002.21,5.28,2090.78,28.50," 913,963.20 ",44.76,30.29,,,,
2002.04,1111.93,15.83,25.38,179.80,2002.29,5.21,2003.72,28.53," 876,944.79 ",45.74,29.01,,,,
2002.05,1079.25,15.94,26.06,179.80,2002.37,5.16,1944.83,28.72," 852,218.48 ",46.96,28.13,,,,
2002.06,1014.02,16.04,26.74,179.90,2002.46,4.93,1826.27,28.89," 801,320.10 ",48.16,26.39,,,,
2002.07,903.59,15.96,27.84,180.10,2002.54,4.65,1625.57,28.71," 714,310.70 ",50.08,23.46,,,,
2002.08,912.55,15.88,28.94,180.70,2002.62,4.26,1636.24,28.47," 720,041.13 ",51.89,23.59,,,,
2002.09,867.81,15.80,30.04,181.00,2002.71,3.87,1553.44,28.28," 684,641.61 ",53.77,22.37,,,,
2002.1,854.63,15.89,29.22,181.30,2002.79,3.94,1527.32,28.40," 674,170.77 ",52.23,21.96,,,,
2002.11,909.93,15.98,28.41,181.30,2002.87,4.05,1626.14,28.56," 718,844.39 ",50.77,23.35,,,,
2002.12,899.18,16.07,27.59,180.90,2002.96,4.03,1610.49,28.78," 712,982.88 ",49.42,23.10,,,,
2003.01,895.84,16.12,28.50,181.70,2003.04,4.05,1597.44,28.74," 708,267.47 ",50.82,22.90,,,,
2003.02,837.03,16.17,29.41,183.10,2003.12,3.90,1481.16,28.61," 657,768.46 ",52.04,21.21,,,,
2003.03,846.63,16.22,30.32,184.20,2003.21,3.81,1489.20,28.53," 662,395.24 ",53.33,21.31,,,,
2003.04,890.03,16.20,31.73,183.80,2003.29,3.96,1568.95,28.56," 698,925.18 ",55.93,22.43,,,,
2003.05,935.96,16.19,33.14,183.50,2003.37,3.57,1652.61,28.58," 737,255.83 ",58.51,23.59,,,,
2003.06,988.00,16.17,34.55,183.70,2003.46,3.33,1742.60,28.52," 778,460.72 ",60.94,24.83,,,,
2003.07,992.54,16.31,35.89,183.90,2003.54,3.98,1748.70,28.74," 782,257.10 ",63.24,24.87,,,,
2003.08,989.53,16.45,37.24,184.60,2003.62,4.45,1736.79,28.87," 778,003.80 ",65.36,24.64,,,,
2003.09,1019.44,16.59,38.58,185.20,2003.71,4.27,1783.49,29.02," 800,006.84 ",67.49,25.24,,,,
2003.1,1038.73,16.86,41.97,185.00,2003.79,4.29,1819.20,29.52," 817,129.48 ",73.50,25.68,,,,
2003.11,1049.90,17.12,45.35,184.50,2003.87,4.30,1843.74,30.07," 829,280.32 ",79.65,25.95,,,,
2003.12,1080.64,17.39,48.74,184.30,2003.96,4.27,1899.79,30.57," 855,632.96 ",85.69,26.64,,,,
2004.01,1132.52,17.60,49.83,185.20,2004.04,4.15,1981.32,30.79," 893,508.67 ",87.17,27.66,,,,
2004.02,1143.36,17.81,50.91,186.20,2004.12,4.08,1989.54,30.99," 898,381.02 ",88.59,27.65,,,,
2004.03,1123.98,18.02,52.00,187.40,2004.21,3.83,1943.29,31.16," 878,670.59 ",89.90,26.89,,,,
2004.04,1133.36,18.21,53.38,188.00,2004.29,4.35,1953.26,31.39," 884,358.46 ",92.00,26.90,,,,
2004.05,1102.78,18.41,54.77,189.10,2004.37,4.72,1889.50,31.54," 856,681.35 ",93.84,25.90,,,,
2004.06,1132.76,18.60,56.15,189.70,2004.46,4.73,1934.73,31.77," 878,387.99 ",95.90,26.40,,,,
2004.07,1105.85,18.79,56.69,189.40,2004.54,4.50,1891.76,32.14," 860,095.07 ",96.98,25.70,,,,
2004.08,1088.94,18.97,57.23,189.50,2004.62,4.28,1861.85,32.44," 847,725.16 ",97.85,25.17,,,,
2004.09,1117.66,19.16,57.77,189.90,2004.71,4.13,1906.93,32.69," 869,490.94 ",98.57,25.67,,,,
2004.1,1117.21,19.25,58.03,190.90,2004.79,4.10,1896.17,32.68," 865,829.65 ",98.49,25.41,,,,
2004.11,1168.94,19.35,58.29,191.00,2004.87,4.19,1982.93,32.82," 906,694.53 ",98.88,26.47,,,,
2004.12,1199.21,19.44,58.55,190.30,2004.96,4.23,2041.76,33.10," 934,856.35 ",99.69,27.14,,,,
2005.01,1181.41,19.70,59.11,190.70,2005.04,4.22,2007.24,33.48," 920,325.70 ",100.42,26.59,,,,
2005.02,1199.63,19.97,59.66,191.80,2005.12,4.17,2026.51,33.73," 930,448.34 ",100.79,26.74,,,,
2005.03,1194.90,20.23,60.22,193.30,2005.21,4.50,2002.85,33.91," 920,885.33 ",100.94,26.34,,,,
2005.04,1164.43,20.46,61.23,194.60,2005.29,4.34,1938.74,34.07," 892,713.18 ",101.95,25.41,,,,
2005.05,1178.28,20.70,62.25,194.40,2005.37,4.14,1963.82,34.49," 905,584.29 ",103.75,25.65,,,,
2005.06,1202.25,20.93,63.26,194.50,2005.46,4.00,2002.74,34.87," 924,871.53 ",105.38,26.07,,,,
2005.07,1222.24,21.11,64.33,195.40,2005.54,4.18,2026.66,35.00," 937,265.85 ",106.67,26.29,,,,
2005.08,1224.27,21.29,65.40,196.40,2005.62,4.26,2019.69,35.12," 935,395.97 ",107.89,26.10,,,,
2005.09,1225.92,21.47,66.47,198.80,2005.71,4.20,1998.00,34.99," 926,699.41 ",108.33,25.73,,,,
2005.1,1191.96,21.72,67.59,199.20,2005.79,4.46,1938.75,35.33," 900,584.49 ",109.94,24.88,,,,
2005.11,1237.37,21.97,68.71,197.60,2005.87,4.54,2028.90,36.02," 943,858.46 ",112.66,25.93,,,,
2005.12,1262.07,22.22,69.83,196.80,2005.96,4.47,2077.82,36.58," 968,031.07 ",114.97,26.44,,,,
2006.01,1278.73,22.41,70.78,198.30,2006.04,4.42,2089.32,36.61," 974,811.82 ",115.64,26.47,,,,
2006.02,1276.65,22.59,71.72,198.70,2006.12,4.57,2081.72,36.84," 972,699.40 ",116.95,26.25,,,,
2006.03,1293.74,22.78,72.67,199.80,2006.21,4.72,2097.98,36.94," 981,732.05 ",117.84,26.33,,,,
2006.04,1302.17,23.00,73.28,201.50,2006.29,4.99,2093.83,36.98," 981,234.60 ",117.83,26.15,,,,
2006.05,1290.01,23.22,73.88,202.50,2006.37,5.11,2064.04,37.15," 968,722.12 ",118.21,25.65,,,,
2006.06,1253.17,23.44,74.49,202.90,2006.46,5.11,2001.14,37.43," 940,666.16 ",118.95,24.75,,,,
2006.07,1260.24,23.66,75.85,203.50,2006.54,5.09,2006.49,37.67," 944,659.63 ",120.76,24.70,,,,
2006.08,1287.15,23.88,77.21,203.90,2006.62,4.88,2045.32,37.95," 964,427.02 ",122.69,25.05,,,,
2006.09,1317.74,24.10,78.57,202.90,2006.71,4.72,2104.25,38.48," 993,725.67 ",125.47,25.64,,,,
2006.1,1363.38,24.36,79.55,201.80,2006.79,4.73,2189.00,39.11," 1,035,286.96 ",127.72,26.54,,,,
2006.11,1388.64,24.62,80.53,201.50,2006.87,4.60,2232.87,39.59," 1,057,598.41 ",129.49,26.93,,,,
2006.12,1416.42,24.88,81.51,201.80,2006.96,4.56,2274.15,39.95," 1,078,728.87 ",130.87,27.28,,,,
2007.01,1424.16,25.08,82.06,202.42,2007.04,4.76,2279.62,40.15," 1,082,909.89 ",131.35,27.21,,,,
2007.02,1444.80,25.29,82.60,203.50,2007.12,4.72,2300.35,40.26," 1,094,351.35 ",131.52,27.32,,,,
2007.03,1406.95,25.49,83.15,205.35,2007.21,4.56,2219.88,40.22," 1,057,660.39 ",131.19,26.23,,,,
2007.04,1463.64,25.72,83.74,206.69,2007.29,4.69,2294.42,40.31," 1,094,775.70 ",131.27,26.98,,,,
2007.05,1511.14,25.94,84.33,207.95,2007.37,4.75,2354.49,40.42," 1,125,047.08 ",131.39,27.55,,,,
2007.06,1514.19,26.17,84.92,208.35,2007.46,5.10,2354.68,40.70," 1,126,757.81 ",132.06,27.42,,,,
2007.07,1520.71,26.44,82.81,208.30,2007.54,5.00,2365.42,41.13," 1,133,537.47 ",128.81,27.41,,,,
2007.08,1454.62,26.71,80.71,207.92,2007.62,4.67,2266.78,41.62," 1,087,928.27 ",125.77,26.15,,,,
2007.09,1497.12,26.98,78.60,208.49,2007.71,4.52,2326.59,41.93," 1,118,314.13 ",122.15,26.73,,,,
2007.1,1539.66,27.23,74.46,208.94,2007.79,4.53,2387.59,42.23," 1,149,326.91 ",115.47,27.32,,,,
2007.11,1463.39,27.48,70.32,210.18,2007.87,4.15,2255.92,42.36," 1,087,642.07 ",108.40,25.73,,,,
2007.12,1479.22,27.73,66.18,210.04,2007.96,4.10,2281.86,42.78," 1,101,864.17 ",102.09,25.96,,,,
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,2116.37,42.86," 1,023,676.84 ",98.62,24.02,,,,
2008.02,1354.87,28.11,62.32,211.69,2008.12,3.74,2073.67,43.02," 1,004,760.70 ",95.38,23.50,,,,
2008.03,1316.94,28.30,60.39,213.53,2008.21,3.51,1998.30,42.94," 969,973.10 ",91.63,22.61,,,,
2008.04,1370.47,28.44,57.38,214.82,2008.29,3.68,2066.99,42.89," 1,005,049.83 ",86.55,23.36,,,,
2008.05,1403.22,28.57,54.38,216.63,2008.37,3.88,2098.71,42.74," 1,022,205.75 ",81.33,23.70,,,,
2008.06,1341.25,28.71,51.37,218.82,2008.46,4.10,1986.01,42.51," 969,040.23 ",76.06,22.42,,,,
2008.07,1257.33,28.76,49.56,219.96,2008.54,4.01,1852.02,42.36," 905,386.01 ",73.01,20.91,,,,
2008.08,1281.47,28.80,47.76,219.09,2008.62,3.89,1895.15,42.60," 928,202.28 ",70.63,21.40,,,,
2008.09,1216.95,28.85,45.95,218.78,2008.71,3.69,1802.22,42.72," 884,433.34 ",68.05,20.36,,,,
2008.1,968.80,28.70,35.59,216.57,2008.79,3.81,1449.37,42.93," 713,027.79 ",53.25,16.39,,,,
2008.11,883.04,28.54,25.24,212.43,2008.87,3.53,1346.86,43.54," 664,384.75 ",38.49,15.26,,,,
2008.12,877.56,28.39,14.88,210.23,2008.96,2.42,1352.49,43.75," 668,960.41 ",22.93,15.38,,,,
2009.01,865.58,28.01,12.21,211.14,2009.04,2.52,1328.25,42.99," 658,740.53 ",18.73,15.17,,,,
2009.02,805.23,27.64,9.53,212.19,2009.12,2.87,1229.53,42.20," 611,523.45 ",14.56,14.12,,,,
2009.03,757.13,27.26,6.86,212.71,2009.21,2.82,1153.28,41.52," 575,320.57 ",10.45,13.32,,,,
2009.04,848.15,26.70,7.08,213.24,2009.29,2.93,1288.70,40.57," 644,565.81 ",10.75,14.98,,,,
2009.05,902.41,26.15,7.29,213.86,2009.37,3.29,1367.20,39.61," 685,477.30 ",11.05,16.00,,,,
2009.06,926.12,25.59,7.51,215.69,2009.46,3.72,1391.17,38.44," 699,102.25 ",11.28,16.38,,,,
2009.07,935.82,25.03,9.19,215.35,2009.54,3.56,1407.97,37.65," 709,123.21 ",13.82,16.69,,,,
2009.08,1009.73,24.46,10.86,215.83,2009.62,3.59,1515.77,36.72," 764,958.04 ",16.31,18.09,,,,
2009.09,1044.55,23.90,12.54,215.97,2009.71,3.40,1567.06,35.86," 792,350.47 ",18.81,18.83,,,,
2009.1,1067.66,23.40,25.35,216.18,2009.79,3.39,1600.19,35.08," 810,579.44 ",37.99,19.36,,,,
2009.11,1088.07,22.91,38.16,216.33,2009.87,3.40,1629.63,34.31," 826,938.92 ",57.15,19.81,,,,
2009.12,1110.38,22.41,50.97,215.95,2009.96,3.59,1665.98,33.62," 846,805.34 ",76.47,20.32,,,,
2010.01,1123.58,22.24,54.29,216.69,2010.04,3.73,1680.04,33.25," 855,362.24 ",81.18,20.53,,,,
2010.02,1089.16,22.07,57.61,216.74,2010.12,3.69,1628.17,32.99," 830,352.08 ",86.12,19.92,,,,
2010.03,1152.05,21.90,60.93,217.63,2010.21,3.73,1715.14,32.60," 876,091.92 ",90.71,21.00,,,,
2010.04,1197.32,21.95,62.99,218.01,2010.29,3.85,1779.45,32.62," 910,327.76 ",93.61,21.80,,,,
2010.05,1125.06,21.99,65.04,218.18,2010.37,3.42,1670.76,32.66," 856,117.97 ",96.59,20.48,,,,
2010.06,1083.36,22.04,67.10,217.97,2010.46,3.20,1610.40,32.76," 826,590.81 ",99.74,19.74,,,,
2010.07,1079.80,22.14,68.69,218.01,2010.54,3.01,1604.77,32.91," 825,108.37 ",102.08,19.67,,,,
